country_code,year,country_cn,RESEARCHERS_PER_MILLION,rd_expenditure_pct_gdp,researchers_per_million,rd_expenditure_pct_gdp_wb,researchers_per_million_wb,higher_edu_enrollment_rate,bachelor_degree_pct,master_degree_pct,phd_degree_pct,internet_users_pct,fixed_broadband_per_100,mobile_subscriptions_per_100,patent_applications_resident,patent_applications_nonresident,ict_service_exports_pct,high_tech_exports_pct,high_tech_exports_usd,govt_edu_expenditure_pct_gdp,higher_edu_expenditure_pct,secure_internet_servers_per_million,labor_force_higher_edu_pct,patent_applications_resident_log,high_tech_exports_usd_log,rd_expenditure_pct_gdp_YoY_Growth,researchers_per_million_YoY_Growth,higher_edu_enrollment_rate_YoY_Growth,rd_expenditure_pct_gdp_MA3,researchers_per_million_MA3,rd_expenditure_pct_gdp_lag1,rd_expenditure_pct_gdp_lag2,rd_expenditure_pct_gdp_lag3,researchers_per_million_lag1,researchers_per_million_lag2,researchers_per_million_lag3,higher_edu_enrollment_rate_lag1,higher_edu_enrollment_rate_lag2,higher_edu_enrollment_rate_lag3,patent_applications_resident_lag1,patent_applications_resident_lag2,patent_applications_resident_lag3,Innovation_Foundation_Index,patent_intensity_ratio
CAN,2020,加拿大,5155.65021,1.93414,5155.65021,1.93414,5155.65021,75.2389068603516,30.9708342335825,10.2177670072152,,92.3,40.795,84.7748,4452.0,30113.0,14.55803443525,16.7587089775244,30705829277.0,4.88794994354248,,39858.7243645171,73.017,8.401333305321703,24.14771835227709,10.158448097142013,6.28153544170309,2.9078734945688023,1.8090399999999998,4907.501903333334,1.75578,1.7372,1.68702,4850.93689,4715.91861,4429.05796,73.1128768920898,69.3507232666016,70.2687072753906,4238.0,4349.0,4053.0,0.5564990240225864,0.14784312423205925
CAN,2021,加拿大,5411.82682,1.86431,5411.82682,1.86431,5411.82682,79.7657318115234,29.3299999237061,8.44999980926514,1.07000005245209,93.9371,41.6931,87.4056,4710.0,32445.0,16.4399823293577,16.33762888714,35218428012.0,4.74860000610352,,43542.2312171403,74.035,8.45765547870004,24.284835305656646,-3.6103901475591282,4.968851639762439,6.016601170952529,1.8514100000000002,5139.471306666666,1.93414,1.75578,1.7372,5155.65021,4850.93689,4715.91861,75.2389068603516,73.1128768920898,69.3507232666016,4452.0,4238.0,4349.0,0.5780379351711366,0.14516874711049468
CAN,2022,加拿大,,1.71166,,1.71166,,78.8984985351562,32.3500860763309,10.9365135014018,,94.0,42.1792,91.2387,,,15.0867097491522,15.1489765380468,36895712941.0,4.88021993637085,,43653.2998026964,73.447,,24.33136120080982,-8.188015941554783,0.0,-1.0872253744457216,1.8367033333333334,5283.738514999999,1.86431,1.93414,1.75578,5411.82682,5155.65021,4850.93689,79.7657318115234,75.2389068603516,73.1128768920898,4710.0,4452.0,4238.0,0.584900519379192,
CAN,2023,加拿大,,1.70133,,1.70133,,76.2586212158203,32.8881839878328,11.2232889032779,,93.9564,42.5242,94.1497,,,13.3202567627962,16.3717954388263,41530542798.0,,,42565.0375102124,73.517,,24.449694964549412,-0.6035077059696414,0.0,-3.3459157884476065,1.7590999999999999,,1.71166,1.86431,1.93414,,5411.82682,5155.65021,78.8984985351562,79.7657318115234,75.2389068603516,,4710.0,4452.0,0.5731834623776123,
CAN,2024,加拿大,5564.460401333334,1.791254642857143,5564.460401333334,1.791254642857143,5564.460401333334,80.74654224940706,34.6594141975685,11.433306654155603,,94.38023571428572,43.899146428571434,92.89841785714287,4737.933333333333,32052.0,12.0365173749463,16.7779029827711,36001612663.0,4.81752852031163,,39712.7546032744,73.464,8.463567354203168,24.306829570621424,5.285549708589343,2.820370762221347,5.885132673570692,1.7347482142857142,,1.70133,1.71166,1.86431,,,5411.82682,76.2586212158203,78.8984985351562,79.7657318115234,,,4710.0,0.5824391667492398,0.14782020882732227
CAN,2025,加拿大,5775.073693619048,1.7970759523809525,5775.073693619048,1.7970759523809525,5775.073693619048,82.2418847765241,35.05026608136441,11.85485064381236,,94.67007142857143,44.74749285714286,93.8683023809524,4859.247619047619,32245.14285714286,15.929669049043584,17.10870063432642,41270613755.72222,4.809229578290668,,51358.58089836447,72.81722222222223,8.48884466601793,24.44341655234062,0.32498503476448004,3.7849724338993918,1.851896670074482,1.7632201984126983,5669.767047476191,1.791254642857143,1.70133,1.71166,5564.460401333334,,,80.74654224940706,76.2586212158203,78.8984985351562,4737.933333333333,,,0.5934502731150648,0.15069704111951893
CHN,2016,中国,1208.86205,2.10033,1208.86205,2.10033,1208.86205,49.309077375597,,,,53.2,22.9761,97.2139,1204981.0,133522.0,12.2034646075309,30.2545232296357,594754428555.0,,,47.5965383811672,,14.001975187035987,27.111414432181622,,,,,,,,,,,,,,,,,,0.2731725108474128,9.024587708392625
CHN,2017,中国,1235.84935,2.11603,1235.84935,2.11603,1235.84935,51.0678812273407,,,,54.3,27.9101,104.073,1245709.0,135885.0,12.6067554934971,30.9118639785891,654254700212.0,,,207.64925172699,,14.035216206456958,27.206762562454667,0.7475015830845644,2.232454894253655,3.566896696011046,2.10818,1222.3557,2.10033,,,1208.86205,,,49.309077375597,,,1204981.0,,,0.28325130555602274,9.167376825992568
CHN,2018,中国,1317.48914,2.14058,1317.48914,2.14058,1317.48914,53.3987984572814,,,,59.2,28.7089,116.229,1393815.0,148187.0,12.8542282709365,31.5481478595353,731389331452.0,,,443.51278907297,,14.147555867329478,27.31821175608142,1.1601914906688604,6.605966172171396,4.564350769839209,2.11898,1254.0668466666666,2.11603,2.10033,,1235.84935,1208.86205,,51.0678812273407,49.309077375597,,1245709.0,1204981.0,,0.30790994042986003,9.40578458299311
CHN,2019,中国,1483.85803,2.24463,1483.85803,2.24463,1483.85803,56.6050917923292,,,,64.0809,31.5611,122.67,1243568.0,157093.0,14.301697198836,30.8186302968419,715336038300.0,,,729.738695573417,,14.033496029226574,27.296018252870464,4.860832110923208,12.627723823211179,6.00442973939348,2.16708,1345.7321733333335,2.14058,2.11603,2.10033,1317.48914,1235.84935,1208.86205,53.3987984572814,51.0678812273407,49.309077375597,1393815.0,1245709.0,1204981.0,0.34137966542680886,7.916126116376923
CHN,2020,中国,1600.30633,2.40666,1600.30633,2.40666,1600.30633,61.6124675996947,7.67999982833862,0.910000026226044,0.119999997317791,70.0528,33.907,120.497,1344817.0,152342.0,17.0321611541755,31.2766154241293,757483821706.0,,,948.458649280703,,14.111769245876912,27.353268016619353,7.21856163376593,7.8476712492501655,8.846157914090824,2.2639566666666666,1467.2178333333331,2.24463,2.14058,2.11603,1483.85803,1317.48914,1235.84935,56.6050917923292,53.3987984572814,51.0678812273407,1243568.0,1393815.0,1245709.0,0.38526266823571803,8.827618122382534
CHN,2021,中国,1685.97511,2.4326,1685.97511,2.4326,1685.97511,66.8186077597542,,,,73.0532,37.5612,121.492,1426644.0,159019.0,14.9436992366028,30.2190732796596,936394581135.0,,,1083.91132572432,,14.170836091858659,27.565302785634845,1.0778423208928523,5.353273832266869,8.449816024062784,2.3612966666666666,1590.04649,2.40666,2.24463,2.14058,1600.30633,1483.85803,1317.48914,61.6124675996947,56.6050917923292,53.3987984572814,1344817.0,1243568.0,1393815.0,0.4134551557925483,8.97153170375867
CHN,2022,中国,1849.23669,2.55518,1849.23669,2.55518,1849.23669,71.5799465086024,,,,75.6113,41.3736,124.195,,,15.0052134014711,27.7650612563156,924393316669.0,,,1317.31265600935,,,27.552403485409208,5.039052865247062,9.683510689549845,7.125767669340788,2.4648133333333333,1711.8393766666666,2.4326,2.40666,2.24463,1685.97511,1600.30633,1483.85803,66.8186077597542,61.6124675996947,56.6050917923292,1426644.0,1344817.0,1243568.0,0.4458599644834012,
CHN,2023,中国,,,,,,74.5933014618366,,,,90.6,44.7289,128.247,,,17.6348809089749,26.5682136542881,825045389470.0,4.00127983093262,,1508.37096213963,,,27.43870423930829,0.0,0.0,4.209775363372281,2.4938899999999995,1767.6059,2.55518,2.4326,2.40666,1849.23669,1685.97511,1600.30633,71.5799465086024,66.8186077597542,61.6124675996947,,1426644.0,1344817.0,0.7217638647067277,
CHN,2024,中国,1926.5384757142856,2.6085399999999996,1926.5384757142856,2.6085399999999996,1926.5384757142856,76.8757843123403,,,,92.0,46.90282142857143,134.583775,1435461.5333333334,166250.86666666664,16.9375279540385,26.2777380479223,856764726389.0,,,1413.32103124612,,14.17699767812137,27.476429186219878,2.0883068903169155,4.180199653852079,3.0599032430163486,2.58186,1887.8875828571427,,2.55518,2.4326,,1849.23669,1685.97511,74.5933014618366,71.5799465086024,66.8186077597542,,,1426644.0,0.5142687325031269,8.63431007677955
CHN,2025,中国,2037.4024982142857,2.6893889285714283,2037.4024982142857,2.6893889285714283,2037.4024982142857,81.3805702094636,,,,95.72437500000001,49.86103452380953,138.5297,1471329.8761904761,171558.35238095236,18.082564408282018,26.423555620487022,957936240352.4722,,,1811.110944355079,,14.201677907118311,27.58804705774777,3.0993938590716974,5.754570899960676,5.859824309330897,2.648964464285714,1981.9704869642856,2.6085399999999996,,2.55518,1926.5384757142856,,1849.23669,76.8757843123403,74.5933014618366,71.5799465086024,1435461.5333333334,,,0.5458225038425474,8.576264902121045
DEU,2016,德国,4839.84645,2.94039,4839.84645,2.94039,4839.84645,67.9464111328125,25.5799999237061,11.5100002288818,1.32000005245209,84.1652,38.4991,125.024,48480.0,19419.0,8.54119625243339,18.0827014214761,205114885619.0,4.74631023406982,25.98579,11624.9602042748,74.031,10.788927247593167,26.046836076768024,,,,,,,,,,,,,,,,,,0.5538384070632062,2.496524022864205
DEU,2017,德国,5058.39528,3.0471,5058.39528,3.0471,5058.39528,68.4692306518555,26.0311390227061,11.6973858379226,1.32456503592525,84.3942,39.9888,132.003,47785.0,19927.0,8.97652232797755,15.850578794452,195727088512.0,4.77830982208252,,34181.2784354313,74.072,10.774487988550476,25.999987120333603,3.629110424127413,4.515614953032232,0.7694586223561783,2.9937449999999997,4949.120865,2.94039,,,4839.84645,,,67.9464111328125,,,48480.0,,,0.5670139918293706,2.3980027098911023
DEU,2018,德国,5209.2143,3.11011,5209.2143,3.11011,5209.2143,69.1634292602539,25.1499996185303,11.1999998092651,1.25,87.0371,40.9651,128.946,46617.0,21281.0,9.23094018156373,15.7474335584013,209762237943.0,4.88400983810425,,56406.6207107244,73.74,10.749742011626616,26.069240525974298,2.067867808736179,2.981558610026225,1.0138840495056645,3.0325333333333333,5035.818676666667,3.0471,2.94039,,5058.39528,4839.84645,,68.4692306518555,67.9464111328125,,47785.0,48480.0,,0.5837848032900208,2.1905455570696866
DEU,2019,德国,5398.63462,3.16701,5398.63462,3.16701,5398.63462,72.705078125,27.1979771669262,12.3147693025028,1.38814976678443,88.1345,42.1156,128.292,46632.0,20802.0,9.13282868187376,16.3869405629417,208177564289.0,5.02757978439331,,77970.0331298817,74.372,10.750063723997085,26.061657226946075,1.8295172839545737,3.63625508745149,5.1206958686494275,3.1080733333333335,5222.0814,3.11011,3.0471,2.94039,5209.2143,5058.39528,4839.84645,69.1634292602539,68.4692306518555,67.9464111328125,46617.0,47785.0,48480.0,0.6055114262962429,2.241707528122296
DEU,2020,德国,5390.05249,3.13136,5390.05249,3.13136,5390.05249,72.3894195556641,28.3500003814697,12.4799995422363,1.50999999046326,89.8129,43.3049,128.425,42260.0,19845.0,10.7433868234345,15.5031959869375,182393711293.0,5.51600980758667,,97517.56929049,72.689,10.651619953928417,25.929433436437453,-1.1256674276367895,-0.15896852823130692,-0.4341630288783871,3.13616,5332.633803333333,3.16701,3.11011,3.0471,5398.63462,5209.2143,5058.39528,72.705078125,69.1634292602539,68.4692306518555,46632.0,46617.0,47785.0,0.6073661635843228,2.129503653313177
DEU,2021,德国,5520.57631,3.12882,5520.57631,3.12882,5520.57631,75.6655426025391,29.4035109811968,12.5420203896269,1.73639453907656,91.4306,44.0643,127.125,39822.0,18747.0,10.3615375526681,15.3851048227765,211942359477.0,5.36734008789062,,113297.576359309,72.976,10.592199913805961,26.079580185395123,-0.08111491492514,2.4215686255775193,4.52569321177636,3.1423966666666665,5436.4211399999995,3.13136,3.16701,3.11011,5390.05249,5398.63462,5209.2143,72.3894195556641,72.705078125,69.1634292602539,42260.0,46632.0,46617.0,0.6252797151988649,2.1241798687790046
DEU,2022,德国,5787.44181,3.13236,5787.44181,3.13236,5787.44181,77.3656997680664,29.575744126838,12.4182338373118,1.80303695856779,91.6298,44.6186,124.158,,,9.81289802513948,17.4981505573659,245975238590.0,5.23916006088257,,126884.076646738,72.707,,26.22849671167846,0.11314169559129006,4.83401523707947,2.2469371223014845,3.1308466666666668,5566.023536666667,3.12882,3.13136,3.16701,5520.57631,5390.05249,5398.63462,75.6655426025391,72.3894195556641,72.705078125,39822.0,42260.0,46632.0,0.6379503115390106,
DEU,2023,德国,,,,,,78.5947494506836,30.5294541601323,12.6977102854952,1.85658852830127,92.4764,45.3805,124.663,,,11.0217257925332,17.7818374796623,260043024452.0,,,139972.802327193,72.949,,26.28411293293724,0.0,0.0,1.588623493746888,3.1305899999999998,5654.00906,3.13236,3.12882,3.13136,5787.44181,5520.57631,5390.05249,77.3656997680664,75.6655426025391,72.3894195556641,,39822.0,42260.0,0.7572891062812477,
DEU,2024,德国,5878.878227142858,3.2025357142857143,5878.878227142858,3.2025357142857143,5878.878227142858,80.19162695748467,31.278036876876715,12.970523959908457,1.9376729010034097,93.5,46.74956071428572,124.80725,39281.0,19595.0,11.4757887460968,17.9772990379432,246637611895.0,5.5496185166495176,,152113.844011812,72.832,10.578521677669146,26.231185937927965,2.240346393317316,1.579910781735494,2.0317864971413746,3.1674478571428573,5833.160018571429,,3.13236,3.12882,,5787.44181,5520.57631,78.5947494506836,77.3656997680664,75.6655426025391,,,39822.0,0.6579338272359527,2.00464404184741
DEU,2025,德国,6019.877738928572,3.2297,6019.877738928572,3.2297,6019.877738928572,81.83700071062363,32.0671054778075,13.162303750075822,2.0296909103494274,95.34790833333334,47.7234380952381,124.24674999999999,37571.0,19478.285714285714,11.610753119824482,17.346340645155994,254688428236.05554,5.667068873132977,,177964.24251344672,72.40530555555556,10.534014371114406,26.263306784986703,0.8482117964559333,2.398408443548261,2.0518024332032647,3.216117857142857,5949.377983035715,3.2025357142857143,,3.13236,5878.878227142858,,5787.44181,80.19162695748467,78.5947494506836,77.3656997680664,39281.0,,,0.6732632815852925,1.9288658432833632
FRA,2016,法国,4392.04699,2.22238,4392.04699,2.22238,4392.04699,64.7276763916016,17.3999996185303,9.10000038146973,0.800000011920929,79.2698,42.5278,103.817,14206.0,2012.0,7.0088538784033,27.9331801598168,108836528649.0,,,6688.01787132278,77.289,9.561490079872078,25.413112856288148,,,,,,,,,,,,,,,,,,0.48197541184461745,7.060636182902584
FRA,2017,法国,4546.76212,2.19888,4546.76212,2.19888,4546.76212,65.8022308349609,18.0,9.5,0.839999973773956,80.5025,43.6243,105.718,14415.0,1832.0,6.76063874125322,26.0180218998669,108867689621.0,5.46482992172241,,14819.4761291503,76.602,9.57609397984812,25.41339912517591,-1.0574249228304744,3.5226200983792477,1.6601158936375926,2.21063,4469.404555,2.22238,,,4392.04699,,,64.7276763916016,,,14206.0,,,0.4915272803806913,7.868449781659389
FRA,2018,法国,4670.53241,2.19666,4670.53241,2.19666,4670.53241,67.5435180664062,19.2230115180777,10.2605876280219,0.832355666804812,82.0432,44.4142,107.482,14303.0,1919.0,7.31391010596128,25.9347849255776,117655413928.0,5.42540979385376,,20362.9338827691,76.548,9.568294497413296,25.491025968307092,-0.10096048897619836,2.722163305081793,2.6462434621899567,2.205973333333333,4536.447173333333,2.19888,2.22238,,4546.76212,4392.04699,,65.8022308349609,64.7276763916016,,14415.0,14206.0,,0.5043353991241093,7.453361125586243
FRA,2019,法国,4773.97249,2.19179,4773.97249,2.19179,4773.97249,67.7331314086914,19.7000007629394,10.5100002288818,0.850000023841858,83.3397,45.2765,109.601,14103.0,1766.0,7.04616007879945,26.9265976407414,120602174129.0,5.36638021469116,,29255.7243091748,76.637,9.554213724077707,25.51576314868894,-0.22170021760308245,2.2147385120061758,0.2807276667152525,2.1957766666666667,4663.755673333333,2.19666,2.19888,2.22238,4670.53241,4546.76212,4392.04699,67.5435180664062,65.8022308349609,64.7276763916016,14303.0,14415.0,14206.0,0.5110113960790695,7.985843714609286
FRA,2020,法国,4883.2219,2.27464,4883.2219,2.27464,4883.2219,68.8709411621094,20.9787726562609,11.3593696161229,0.890448758485813,84.7064,46.4712,110.387,12771.0,1542.0,8.54106478081592,23.2288357249977,87513986459.0,5.65872001647949,,36107.8390576723,75.651,9.455010553834672,25.19506446279323,3.780015421185423,2.2884381975146084,1.6798422422737547,2.2210300000000003,4775.908933333333,2.19179,2.19666,2.19888,4773.97249,4670.53241,4546.76212,67.7331314086914,67.5435180664062,65.8022308349609,14103.0,14303.0,14415.0,0.5254263217489247,8.282101167315176
FRA,2021,法国,5058.05374,2.21808,5058.05374,2.21808,5058.05374,69.9397888183594,22.9350666621263,12.5321030507337,0.92890367427998,86.0955,47.6442,113.953,13386.0,1373.0,8.18235699481775,21.9247132369801,97729573744.0,5.41742992401123,,39644.0530743928,77.388,9.502039365785897,25.305470049730292,-2.486547321774002,3.580255896214757,1.551957383207725,2.22817,4905.08271,2.27464,2.19179,2.19666,4883.2219,4773.97249,4670.53241,68.8709411621094,67.7331314086914,67.5435180664062,12771.0,14103.0,14303.0,0.5342323790013543,9.749453750910416
FRA,2022,法国,5181.84576,2.23312,5181.84576,2.23312,5181.84576,71.5107269287109,23.5888817236364,12.8964817304402,0.942141901973112,85.3333,48.2502,115.951,,,7.18152368744247,22.9831834447063,106026835558.0,5.32435989379883,,47329.437557888,77.286,,25.386958064668406,0.6780639111303444,2.4474239769544326,2.246129330517954,2.2419466666666668,5041.040466666666,2.21808,2.27464,2.19179,5058.05374,4883.2219,4773.97249,69.9397888183594,68.8709411621094,67.7331314086914,13386.0,12771.0,14103.0,0.5407295428469321,
FRA,2023,法国,,,,,,70.4536437988281,24.3546212580131,13.455117806973,1.06558989943445,86.8364,48.6688,116.688,,,7.67735659155207,23.6797082010726,115256032667.0,,,52017.9916172468,77.218,,25.470421861644148,0.0,0.0,-1.47821617159144,2.2256,5119.94975,2.23312,2.21808,2.27464,5181.84576,5058.05374,4883.2219,71.5107269287109,69.9397888183594,68.8709411621094,,13386.0,12771.0,0.6744617902343928,
FRA,2024,法国,5301.586350000001,2.2405928571428575,5301.586350000001,2.2405928571428575,5301.586350000001,72.44507544381277,25.542635208163844,14.155215392085783,1.0383191822425717,88.6538,49.98471428571429,119.09932142857143,12940.8,1318.8666666666668,7.56867927222552,23.1371073769038,116591262278.0,5.399459966023763,,57274.6363971705,77.391,9.468217661935757,25.481940170481945,0.3346375090840459,2.3107710176228924,2.8265843150298453,2.2368564285714285,5241.716055000001,,2.23312,2.21808,,5181.84576,5058.05374,70.4536437988281,71.5107269287109,69.9397888183594,,,13386.0,0.5565954763556902,9.812060860334629
FRA,2025,法国,5430.324530000002,2.2459000000000002,5430.324530000002,2.2459000000000002,5430.324530000002,73.36115728105817,26.602655415545144,14.81155046692031,1.0704612252266181,89.57620833333334,50.90139523809524,121.02147619047619,12677.028571428571,1198.3523809523808,7.964022615016174,21.548654768389902,109124461325.52779,5.3870613960992735,,65244.18082323772,77.26358333333333,9.447625740464272,25.415754914796423,0.23686333017727268,2.428295447833273,1.2645191293311653,2.243246428571429,5365.9554400000015,2.2405928571428575,,2.23312,5301.586350000001,,5181.84576,72.44507544381277,70.4536437988281,71.5107269287109,12940.8,,,0.5655785612715972,10.578715220103794
GBR,2016,英国,4434.65942,2.32052,4434.65942,2.32052,4434.65942,58.110481262207,,,,94.7758,38.6589,119.787,13876.0,8183.0,7.77804452747648,23.5591126028431,73847891849.0,5.42795991897583,25.61589,8697.02928041215,84.118,9.53798807237101,25.02527329913855,,,,,,,,,,,,,,,,,,0.5125299026542001,1.6957106195771723
