Country,Country_label,INDUSTRY,STAGE,Sum_of_deals,Year
IND,India,Financial and insurance services,VC,347.4233905,2023
IND,India,Financial and insurance services,VC,338.805038,2024
IND,India,Financial and insurance services,VC,479.6113305,2025
CAN,Canada,Financial and insurance services,VC,13.77,2012
CAN,Canada,Financial and insurance services,VC,8.650177,2013
CAN,Canada,Financial and insurance services,VC,5.445422,2014
CAN,Canada,Financial and insurance services,VC,36.845961,2015
CAN,Canada,Financial and insurance services,VC,44.67,2016
CAN,Canada,Financial and insurance services,VC,62.049752999999995,2017
CAN,Canada,Financial and insurance services,VC,180.8053,2018
CAN,Canada,Financial and insurance services,VC,531.22239,2019
CAN,Canada,Financial and insurance services,VC,156.91905,2020
CAN,Canada,Financial and insurance services,VC,1455.6487205,2021
CAN,Canada,Financial and insurance services,VC,423.22754499999996,2022
CAN,Canada,Financial and insurance services,VC,262.343939,2023
CAN,Canada,Financial and insurance services,VC,40.13528,2024
CAN,Canada,Financial and insurance services,VC,52.101293,2025
DEU,Germany,Financial and insurance services,VC,4,2012
DEU,Germany,Financial and insurance services,VC,23.043312,2013
DEU,Germany,Financial and insurance services,VC,62.295321,2014
DEU,Germany,Financial and insurance services,VC,307.4440435,2015
DEU,Germany,Financial and insurance services,VC,66.65522,2016
DEU,Germany,Financial and insurance services,VC,71.068424,2017
DEU,Germany,Financial and insurance services,VC,8.541292,2018
DEU,Germany,Financial and insurance services,VC,117.663758,2019
DEU,Germany,Financial and insurance services,VC,93.307037,2020
DEU,Germany,Financial and insurance services,VC,637.609506,2021
DEU,Germany,Financial and insurance services,VC,372.630816,2022
DEU,Germany,Financial and insurance services,VC,240.785177,2023
DEU,Germany,Financial and insurance services,VC,88.047292,2024
DEU,Germany,Financial and insurance services,VC,347.22384600000004,2025
FRA,France,Financial and insurance services,VC,7.109567999999999,2012
FRA,France,Financial and insurance services,VC,6.822865,2013
FRA,France,Financial and insurance services,VC,11.553627,2014
FRA,France,Financial and insurance services,VC,42.126511,2015
FRA,France,Financial and insurance services,VC,26.119571,2016
FRA,France,Financial and insurance services,VC,79.247421,2017
FRA,France,Financial and insurance services,VC,184.80924299999998,2019
FRA,France,Financial and insurance services,VC,207.82310999999999,2020
FRA,France,Financial and insurance services,VC,1185.91343,2021
FRA,France,Financial and insurance services,VC,220.4546425,2022
FRA,France,Financial and insurance services,VC,132.743732,2023
FRA,France,Financial and insurance services,VC,46.183287,2024
FRA,France,Financial and insurance services,VC,161.246837,2025
JPN,Japan,Financial and insurance services,VC,1.6,2013
JPN,Japan,Financial and insurance services,VC,5.2543109999999995,2014
JPN,Japan,Financial and insurance services,VC,26.090517,2015
JPN,Japan,Financial and insurance services,VC,37.950746,2016
JPN,Japan,Financial and insurance services,VC,54.731544,2017
JPN,Japan,Financial and insurance services,VC,313.965561,2018
JPN,Japan,Financial and insurance services,VC,205.5032815,2019
JPN,Japan,Financial and insurance services,VC,100.164134,2020
JPN,Japan,Financial and insurance services,VC,240.019188,2021
JPN,Japan,Financial and insurance services,VC,207.158099,2022
JPN,Japan,Financial and insurance services,VC,148.454331,2023
JPN,Japan,Financial and insurance services,VC,82.2997555,2024
JPN,Japan,Financial and insurance services,VC,222.46019900000002,2025
KOR,Korea,Financial and insurance services,VC,0.401376,2013
KOR,Korea,Financial and insurance services,VC,4.234814999999999,2014
KOR,Korea,Financial and insurance services,VC,12.642525,2015
KOR,Korea,Financial and insurance services,VC,12.674589,2016
KOR,Korea,Financial and insurance services,VC,21.820245,2017
KOR,Korea,Financial and insurance services,VC,56.6925545,2018
KOR,Korea,Financial and insurance services,VC,74.416077,2019
KOR,Korea,Financial and insurance services,VC,39.411075,2020
KOR,Korea,Financial and insurance services,VC,256.3684425,2021
KOR,Korea,Financial and insurance services,VC,287.808895,2022
KOR,Korea,Financial and insurance services,VC,65.29901,2023
KOR,Korea,Financial and insurance services,VC,107.4895155,2024
KOR,Korea,Financial and insurance services,VC,34.699312,2025
ARE,United Arab Emirates,Financial and insurance services,VC,0.3,2012
ARE,United Arab Emirates,Financial and insurance services,VC,1.2,2013
ARE,United Arab Emirates,Financial and insurance services,VC,11.45,2017
ARE,United Arab Emirates,Financial and insurance services,VC,1.3,2018
ARE,United Arab Emirates,Financial and insurance services,VC,5.8,2019
ARE,United Arab Emirates,Financial and insurance services,VC,26,2020
ARE,United Arab Emirates,Financial and insurance services,VC,30.3,2021
ARE,United Arab Emirates,Financial and insurance services,VC,31.118063000000003,2022
ARE,United Arab Emirates,Financial and insurance services,VC,27.46,2023
ARE,United Arab Emirates,Financial and insurance services,VC,84.563049,2024
ARE,United Arab Emirates,Financial and insurance services,VC,107.121,2025
